country,continent,year,lifeExp,pop,gdpPercap,gdpPercap_log,year_orig,highlight
Botswana,Africa,5,49.618,474639,918.2325349,6.82245066453523,1957,FALSE
Botswana,Africa,10,51.52,512764,983.6539764,6.891274185208894,1962,FALSE
Botswana,Africa,15,53.298,553541,1214.709294,7.102260062948873,1967,FALSE
Botswana,Africa,20,56.024,619351,2263.611114,7.724716655134386,1972,FALSE
Botswana,Africa,25,59.319,781472,3214.857818,8.075538411121467,1977,FALSE
Botswana,Africa,30,61.484,970347,4551.14215,8.423133502422273,1982,FALSE
Botswana,Africa,35,63.622,1151184,6205.88385,8.73325312907424,1987,FALSE
Botswana,Africa,40,62.745,1342614,7954.111645,8.981444262003048,1992,FALSE
Botswana,Africa,45,52.556,1536536,8647.142313,9.064984176902943,1997,FALSE
Botswana,Africa,50,46.634,1630347,11003.60508,9.305978232632727,2002,FALSE
Botswana,Africa,55,50.728,1639131,12569.85177,9.439056509151994,2007,FALSE
Brazil,Americas,0,50.917,56602560,2108.944355,7.653942795588259,1952,FALSE
Brazil,Americas,5,53.285,65551171,2487.365989,7.81897959381266,1957,FALSE
Brazil,Americas,10,55.665,76039390,3336.585802,8.112703348182645,1962,FALSE
Brazil,Americas,15,57.632,88049823,3429.864357,8.14027599331388,1967,FALSE
Brazil,Americas,20,59.504,100840058,4985.711467,8.51433139377688,1972,FALSE
Brazil,Americas,25,61.489,114313951,6660.118654,8.803892579291649,1977,FALSE
Brazil,Americas,30,63.336,128962939,7030.835878,8.858060879301203,1982,FALSE
Brazil,Americas,35,65.205,142938076,7807.095818,8.962788319389409,1987,FALSE
Brazil,Americas,40,67.057,155975974,6950.283021,8.846537660175745,1992,FALSE
Brazil,Americas,45,69.388,168546719,7957.980824,8.981930581333305,1997,FALSE
Brazil,Americas,50,71.006,179914212,8131.212843,9.003465372596262,2002,FALSE
Brazil,Americas,55,72.39,190010647,9065.800825,9.11226446181318,2007,FALSE
Bulgaria,Europe,0,59.6,7274900,2444.286648,7.801508599829684,1952,FALSE
Bulgaria,Europe,5,66.61,7651254,3008.670727,8.009253641263683,1957,FALSE
Bulgaria,Europe,10,69.51,8012946,4254.337839,8.35569440939104,1962,FALSE
Bulgaria,Europe,15,70.42,8310226,5577.0028,8.626406778451468,1967,FALSE
Bulgaria,Europe,20,70.9,8576200,6597.494398,8.794445219267608,1972,FALSE
Bulgaria,Europe,25,70.81,8797022,7612.240438,8.937512814622393,1977,FALSE
Bulgaria,Europe,30,71.08,8892098,8224.191647,9.014835290803777,1982,FALSE
Bulgaria,Europe,35,71.34,8971958,8239.854824,9.01673800430171,1987,FALSE
Bulgaria,Europe,40,71.19,8658506,6302.623438,8.748721244431566,1992,FALSE
Bulgaria,Europe,45,70.32,8066057,5970.38876,8.694567323194475,1997,FALSE
Bulgaria,Europe,50,72.14,7661799,7696.777725,8.948557042982998,2002,FALSE
Bulgaria,Europe,55,73.005,7322858,10680.79282,9.27620234384137,2007,FALSE
Burkina Faso,Africa,0,31.975,4469979,543.2552413,6.297579267134175,1952,FALSE
Burkina Faso,Africa,5,34.906,4713416,617.1834648,6.4251663294625985,1957,FALSE
Burkina Faso,Africa,10,37.814,4919632,722.5120206,6.582734057356836,1962,FALSE
Burkina Faso,Africa,15,40.697,5127935,794.8265597,6.678123926953756,1967,FALSE
Burkina Faso,Africa,20,43.591,5433886,854.7359763,6.750792621599208,1972,FALSE
Burkina Faso,Africa,25,46.137,5889574,743.3870368,6.6112168199925225,1977,FALSE
Burkina Faso,Africa,30,48.122,6634596,807.1985855,6.693569716684048,1982,FALSE
Burkina Faso,Africa,35,49.557,7586551,912.0631417,6.815709221997922,1987,FALSE
Burkina Faso,Africa,40,50.26,8878303,931.7527731,6.8370675145824675,1992,FALSE
Burkina Faso,Africa,45,50.324,10352843,946.2949618,6.852554319395607,1997,FALSE
Burkina Faso,Africa,50,50.65,12251209,1037.645221,6.944709214357873,2002,FALSE
Burkina Faso,Africa,55,52.295,14326203,1217.032994,7.104171203548545,2007,FALSE
Burundi,Africa,0,39.031,2445618,339.2964587,5.8268742346593845,1952,FALSE
Burundi,Africa,5,40.533,2667518,379.5646281,5.939024880360337,1957,FALSE
Burundi,Africa,10,42.045,2961915,355.2032273,5.872690096943856,1962,FALSE
Burundi,Africa,15,43.548,3330989,412.9775136,6.023393144989665,1967,FALSE
Burundi,Africa,20,44.057,3529983,464.0995039,6.140098977295902,1972,FALSE
Burundi,Africa,25,45.91,3834415,556.1032651,6.320954005602284,1977,FALSE
Burundi,Africa,30,47.471,4580410,559.603231,6.327228016541635,1982,FALSE
Burundi,Africa,35,48.211,5126023,621.8188189,6.432648762364485,1987,FALSE
Burundi,Africa,40,44.736,5809236,631.6998778,6.44841440445838,1992,FALSE
Burundi,Africa,45,45.326,6121610,463.1151478,6.137975722517728,1997,FALSE
Burundi,Africa,50,47.36,7021078,446.4035126,6.101223279763741,2002,FALSE
Burundi,Africa,55,49.58,8390505,430.0706916,6.063949594245329,2007,FALSE
Cambodia,Asia,0,39.417,4693836,368.4692856,5.909357358359132,1952,FALSE
Cambodia,Asia,5,41.366,5322536,434.0383364,6.073132862918194,1957,FALSE
Cambodia,Asia,10,43.415,6083619,496.9136476,6.208416263717119,1962,FALSE
Cambodia,Asia,15,45.415,6960067,523.4323142,6.260407727204409,1967,FALSE
Cambodia,Asia,20,40.317,7450606,421.6240257,6.044113982557917,1972,FALSE
Cambodia,Asia,25,31.22,6978607,524.9721832,6.263345276806949,1977,FALSE
Cambodia,Asia,30,50.957,7272485,624.4754784,6.436912062821926,1982,FALSE
Cambodia,Asia,35,53.914,8371791,683.8955732,6.52780523520695,1987,FALSE
Cambodia,Asia,40,55.803,10150094,682.3031755,6.525474097921642,1992,FALSE
Cambodia,Asia,45,56.534,11782962,734.28517,6.598897468148486,1997,FALSE
Cambodia,Asia,50,56.752,12926707,896.2260153,6.798192630384196,2002,FALSE
Cambodia,Asia,55,59.723,14131858,1713.778686,7.446455969467286,2007,FALSE
Cameroon,Africa,0,38.523,5009067,1172.667655,7.067036479437452,1952,FALSE
Cameroon,Africa,5,40.428,5359923,1313.048099,7.18010650653358,1957,FALSE
Cameroon,Africa,10,42.643,5793633,1399.607441,7.243947076998406,1962,FALSE
Cameroon,Africa,15,44.799,6335506,1508.453148,7.318839999449235,1967,FALSE
Cameroon,Africa,20,47.049,7021028,1684.146528,7.429014202893443,1972,FALSE
Cameroon,Africa,25,49.355,7959865,1783.432873,7.486295366299766,1977,FALSE
Cameroon,Africa,30,52.961,9250831,2367.983282,7.769793936012759,1982,FALSE
Cameroon,Africa,35,54.985,10780667,2602.664206,7.864290893983798,1987,FALSE
Cameroon,Africa,40,54.314,12467171,1793.163278,7.491736533597361,1992,FALSE
Cameroon,Africa,45,52.199,14195809,1694.337469,7.435047069657183,1997,FALSE
Cameroon,Africa,50,49.856,15929988,1934.011449,7.56735159585094,2002,FALSE
Cameroon,Africa,55,50.43,17696293,2042.09524,7.621731638185456,2007,FALSE
Canada,Americas,0,68.75,14785584,11367.16112,9.3384838739506435,1952,FALSE
Canada,Americas,5,69.96,17010154,12489.95006,9.432679604712911,1957,FALSE
Canada,Americas,10,71.3,18985849,13462.48555,9.507662248112165,1962,FALSE
Canada,Americas,15,72.13,20819767,16076.58803,9.685119333029016,1967,FALSE
Canada,Americas,20,72.88,22284500,18970.57086,9.850644155254352,1972,FALSE
Canada,Americas,25,74.21,23796400,22090.88306,10.002920271169712,1977,FALSE
Canada,Americas,30,75.76,25201900,22898.79214,10.0388394431731,1982,FALSE
Canada,Americas,35,76.86,26549700,26626.51503,10.18966280392805,1987,FALSE
Canada,Americas,40,77.95,28523502,26342.88426,10.178953470441412,1992,FALSE
Canada,Americas,45,78.61,30305843,28954.92589,10.273495620167752,1997,FALSE
Canada,Americas,50,79.77,31902268,33328.96507,10.414182119814592,2002,FALSE
Canada,Americas,55,80.653,33390141,36319.23501,10.500102769993411,2007,FALSE
Central African Republic,Africa,0,35.463,1291695,1071.310713,6.976638143218513,1952,FALSE
Central African Republic,Africa,5,37.464,1392284,1190.844328,7.082417853843466,1957,FALSE
Central African Republic,Africa,10,39.475,1523478,1193.068753,7.084284050781023,1962,FALSE
Central African Republic,Africa,15,41.478,1733638,1136.056615,7.035318435187155,1967,FALSE
Central African Republic,Africa,20,43.457,1927260,1070.013275,6.975426333921048,1972,FALSE
Central African Republic,Africa,25,46.775,2167533,1109.374338,7.011551475931208,1977,FALSE
Central African Republic,Africa,30,48.295,2476971,956.7529907,6.863545250195883,1982,FALSE
Central African Republic,Africa,35,50.485,2840009,844.8763504,6.739190285762191,1987,FALSE
Central African Republic,Africa,40,49.396,3265124,747.9055252,6.6172766667889995,1992,FALSE
Central African Republic,Africa,45,46.066,3696513,740.5063317,6.607334184245234,1997,FALSE
Central African Republic,Africa,50,43.308,4048013,738.6906068,6.604879168601673,2002,FALSE
Central African Republic,Africa,55,44.741,4369038,706.016537,6.559638660731664,2007,FALSE
Chad,Africa,0,38.092,2682462,1178.665927,7.072138507543978,1952,FALSE
Chad,Africa,5,39.881,2894855,1308.495577,7.176633341758144,1957,FALSE
Chad,Africa,10,41.716,3150417,1389.817618,7.236927807444,1962,FALSE
Chad,Africa,15,43.601,3495967,1196.810565,7.087415434888468,1967,FALSE
Chad,Africa,20,45.569,3899068,1104.103987,7.0067894135245234,1972,FALSE
Chad,Africa,25,47.383,4388260,1133.98495,7.03349321259469,1977,FALSE
Chad,Africa,30,49.517,4875118,797.9081006,6.68199342866275,1982,FALSE
Chad,Africa,35,51.051,5498955,952.386129,6.858970550247933,1987,FALSE
Chad,Africa,40,51.724,6429417,1058.0643,6.964196385618775,1992,FALSE
Chad,Africa,45,51.573,7562011,1004.961353,6.912704365027406,1997,FALSE
Chad,Africa,50,50.525,8835739,1156.18186,7.052878355198191,2002,FALSE
Chad,Africa,55,50.651,10238807,1704.063724,7.440771103403637,2007,FALSE
Chile,Americas,0,54.745,6377619,3939.978789,8.27893061877495,1952,FALSE
Chile,Americas,5,56.074,7048426,4315.622723,8.36999690897985,1957,FALSE
Chile,Americas,10,57.924,7961258,4519.094331,8.41606688350189,1962,FALSE
Chile,Americas,15,60.523,8858908,5106.654313,8.53829973549822,1967,FALSE
Chile,Americas,20,63.441,9717524,5494.024437,8.611416314588539,1972,FALSE
Chile,Americas,25,67.052,10599793,4756.763836,8.467322849624956,1977,FALSE
Chile,Americas,30,70.565,11487112,5095.665738,8.536145602086554,1982,FALSE
Chile,Americas,35,72.492,12463354,5547.063754,8.621024013409052,1987,FALSE
Chile,Americas,40,74.126,13572994,7596.125964,8.935393654733069,1992,FALSE
Chile,Americas,45,75.816,14599929,10118.05318,9.222076550817512,1997,FALSE
Chile,Americas,50,77.86,15497046,10778.78385,9.285335022699966,2002,FALSE
Chile,Americas,55,78.553,16284741,13171.63885,9.48582122511248,2007,FALSE
China,Asia,0,44,556263527,400.448611,5.992585446165848,1952,TRUE
China,Asia,5,50.54896,637408000,575.9870009,6.356085092559288,1957,TRUE
China,Asia,10,44.50136,665770000,487.6740183,6.189647187358004,1962,TRUE
China,Asia,15,58.38112,754550000,612.7056934,6.4178847120011495,1967,TRUE
China,Asia,20,63.11888,862030000,676.9000921,6.517523687576009,1972,TRUE
China,Asia,25,63.96736,943455000,741.2374699,6.60832104615557,1977,TRUE
China,Asia,30,65.525,1000281000,962.4213805,6.869452380228331,1982,TRUE
China,Asia,35,67.274,1084035000,1378.904018,7.229044272760341,1987,TRUE
China,Asia,40,68.69,1164970000,1655.784158,7.41202998707831,1992,TRUE
China,Asia,45,70.426,1230075000,2289.234136,7.735972602183335,1997,TRUE
China,Asia,50,72.028,1280400000,3119.280896,8.045357772187176,2002,TRUE
China,Asia,55,72.961,1318683096,4959.114854,8.508982546938816,2007,TRUE
Colombia,Americas,0,50.643,12350771,2144.115096,7.6704822035856415,1952,FALSE
Colombia,Americas,5,55.118,14485993,2323.805581,7.750961457415556,1957,FALSE
Colombia,Americas,10,57.863,17009885,2492.351109,7.82098176444493,1962,FALSE
Colombia,Americas,15,59.963,19764027,2678.729839,7.893098020487883,1967,FALSE
Colombia,Americas,20,61.623,22542890,3264.660041,8.090910914084231,1972,FALSE
Colombia,Americas,25,63.837,25094412,3815.80787,8.246907682768153,1977,FALSE
Colombia,Americas,30,66.653,27764644,4397.575659,8.388808681466552,1982,FALSE
Colombia,Americas,35,67.768,30964245,4903.2191,8.497647227579174,1987,FALSE
Colombia,Americas,40,68.421,34202721,5444.648617,8.60238850013503,1992,FALSE
Colombia,Americas,45,70.313,37657830,6117.361746,8.718886195306647,1997,FALSE
Colombia,Americas,50,71.682,41008227,5755.259962,8.657869491638822,2002,FALSE
Colombia,Americas,55,72.889,44227550,7006.580419,8.854605046315045,2007,FALSE
Comoros,Africa,0,40.715,153936,1102.990936,7.005780801631342,1952,FALSE
Comoros,Africa,5,42.46,170928,1211.148548,7.099324401595935,1957,FALSE
Comoros,Africa,10,44.467,191689,1406.648278,7.2489650457646535,1962,FALSE
Comoros,Africa,15,46.472,217378,1876.029643,7.536912930614041,1967,FALSE
Comoros,Africa,20,48.944,250027,1937.577675,7.569193850746487,1972,FALSE
Comoros,Africa,25,50.939,304739,1172.603047,7.066981383025801,1977,FALSE
Comoros,Africa,30,52.933,348643,1267.100083,7.144486169308767,1982,FALSE
Comoros,Africa,35,54.926,395114,1315.980812,7.182337531231853,1987,FALSE
Comoros,Africa,40,57.939,454429,1246.90737,7.128421660643506,1992,FALSE
Comoros,Africa,45,60.66,527982,1173.618235,7.067846764369959,1997,FALSE
Comoros,Africa,50,62.974,614382,1075.811558,6.980830593414075,2002,FALSE
Comoros,Africa,55,65.152,710960,986.1478792,6.8938063222615895,2007,FALSE
"Congo, Dem. Rep.",Africa,0,39.143,14100005,780.5423257,6.659988967440948,1952,FALSE
"Congo, Dem. Rep.",Africa,5,40.652,15577932,905.8602303,6.808885022949902,1957,FALSE
"Congo, Dem. Rep.",Africa,10,42.122,17486434,896.3146335,6.798291504794806,1962,FALSE
"Congo, Dem. Rep.",Africa,15,44.056,19941073,861.5932424,6.758783282728785,1967,FALSE
"Congo, Dem. Rep.",Africa,20,45.989,23007669,904.8960685,6.80782009566868,1972,FALSE
"Congo, Dem. Rep.",Africa,25,47.804,26480870,795.757282,6.679294217235631,1977,FALSE
"Congo, Dem. Rep.",Africa,30,47.784,30646495,673.7478181,6.512855883776405,1982,FALSE
"Congo, Dem. Rep.",Africa,35,47.412,35481645,672.774812,6.5114106703836185,1987,FALSE
"Congo, Dem. Rep.",Africa,40,45.548,41672143,457.7191807,6.126255853488985,1992,FALSE
"Congo, Dem. Rep.",Africa,45,42.587,47798986,312.188423,5.743606925395059,1997,FALSE
"Congo, Dem. Rep.",Africa,50,44.966,55379852,241.1658765,5.48548498096406,2002,FALSE
"Congo, Dem. Rep.",Africa,55,46.462,64606759,277.5518587,5.626007793925132,2007,FALSE
"Congo, Rep.",Africa,0,42.111,854885,2125.621418,7.661819470608614,1952,FALSE
"Congo, Rep.",Africa,5,45.053,940458,2315.056572,7.74718940337078,1957,FALSE
"Congo, Rep.",Africa,10,48.435,1047924,2464.783157,7.8098591138446345,1962,FALSE
"Congo, Rep.",Africa,15,52.04,1179760,2677.939642,7.8928029875355845,1967,FALSE
"Congo, Rep.",Africa,20,54.907,1340458,3213.152683,8.075007878372732,1972,FALSE
"Congo, Rep.",Africa,25,55.625,1536769,3259.178978,8.089230595402649,1977,FALSE
"Congo, Rep.",Africa,30,56.695,1774735,4879.507522,8.492799576131716,1982,FALSE
"Congo, Rep.",Africa,35,57.47,2064095,4201.194937,8.343124272616027,1987,FALSE
